,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,churn
1073,MO,Igual ou superior à média,408,no,yes,Igual ou superior à média,3,1,1,2,0,0,3,2,no
1074,NY,Inferior à média,510,no,no,Inferior à média,1,1,1,3,2,1,1,1,no
1075,ME,Igual ou superior à média,415,no,no,Inferior à média,3,2,2,2,2,1,3,2,no
1076,NH,Igual ou superior à média,408,no,no,Inferior à média,2,1,3,2,1,2,2,3,no
1077,WY,Inferior à média,415,no,yes,Igual ou superior à média,0,3,2,2,2,0,1,2,no
1078,NY,Igual ou superior à média,415,no,no,Inferior à média,2,3,1,1,3,1,4,1,yes
1079,ME,Inferior à média,408,no,no,Inferior à média,4,3,2,2,1,3,1,3,yes
1080,MN,Igual ou superior à média,408,no,no,Inferior à média,3,2,2,1,2,2,1,0,no
1082,NC,Inferior à média,408,no,yes,Igual ou superior à média,4,4,2,3,2,1,1,0,no
1083,SD,Inferior à média,415,no,no,Inferior à média,3,3,2,1,2,0,2,0,no
1084,UT,Inferior à média,510,yes,no,Inferior à média,2,2,2,1,2,1,3,2,no
1085,KY,Igual ou superior à média,415,no,no,Inferior à média,3,2,2,3,2,1,3,1,no
1086,MT,Inferior à média,408,no,no,Inferior à média,3,2,2,3,0,2,3,1,no
1087,NJ,Igual ou superior à média,408,no,no,Inferior à média,1,1,3,2,3,3,1,2,no
1088,FL,Igual ou superior à média,408,no,no,Inferior à média,3,3,2,4,3,2,1,1,no
1089,IN,Igual ou superior à média,510,no,yes,Igual ou superior à média,1,1,2,2,3,1,3,0,no
1090,DE,Inferior à média,510,no,no,Inferior à média,3,2,2,1,1,3,3,1,no
1091,AL,Igual ou superior à média,510,no,no,Inferior à média,2,1,2,1,1,1,2,0,no
1092,ME,Inferior à média,510,no,no,Inferior à média,2,2,3,1,1,2,2,0,no
1094,VA,Igual ou superior à média,408,no,no,Inferior à média,1,3,1,1,3,1,1,3,no
1095,AK,Igual ou superior à média,415,no,no,Inferior à média,3,2,1,2,2,1,1,3,no
1096,ID,Igual ou superior à média,510,no,no,Inferior à média,4,3,2,1,1,0,1,0,no
1097,RI,Inferior à média,415,no,no,Inferior à média,1,1,3,3,3,3,3,1,no
1098,KY,Inferior à média,415,no,yes,Igual ou superior à média,4,3,2,2,3,2,3,0,no
1099,ND,Inferior à média,510,no,no,Inferior à média,2,3,2,1,2,3,0,1,no
1100,HI,Igual ou superior à média,415,no,no,Inferior à média,4,2,1,3,1,1,0,1,no
1101,WI,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,2,3,2,2,2,1,1,no
1102,WV,Inferior à média,510,no,no,Inferior à média,2,2,3,3,2,2,2,1,no
1103,NJ,Igual ou superior à média,510,no,no,Inferior à média,2,3,0,0,2,1,2,0,yes
1104,KS,Inferior à média,415,no,no,Inferior à média,2,1,2,2,2,3,3,2,no
1105,AL,Inferior à média,415,no,no,Inferior à média,3,2,2,3,2,2,2,1,no
1106,NJ,Igual ou superior à média,510,no,yes,Igual ou superior à média,2,2,3,3,1,3,3,1,yes
1107,NC,Inferior à média,510,no,no,Inferior à média,2,3,2,3,3,2,2,1,no
1108,DE,Inferior à média,415,no,yes,Igual ou superior à média,2,2,2,2,1,1,3,2,no
1109,WY,Igual ou superior à média,510,no,no,Inferior à média,3,2,0,2,2,3,1,0,no
1110,ID,Igual ou superior à média,415,no,no,Inferior à média,1,2,2,0,2,4,1,0,no
1111,NY,Igual ou superior à média,415,no,no,Inferior à média,1,3,3,1,3,3,1,3,no
1112,MO,Inferior à média,510,no,no,Inferior à média,2,2,1,2,3,1,4,2,no
1113,ID,Inferior à média,408,no,no,Inferior à média,1,2,1,2,4,2,3,0,no
1115,TN,Igual ou superior à média,408,no,yes,Igual ou superior à média,2,1,3,2,3,3,2,1,no
1116,OH,Inferior à média,408,no,no,Inferior à média,2,3,2,3,2,2,3,2,yes
1117,IL,Igual ou superior à média,415,no,no,Inferior à média,2,2,3,2,3,2,2,0,no
1118,FL,Igual ou superior à média,408,yes,no,Inferior à média,2,3,2,3,1,2,2,2,no
1119,MA,Inferior à média,415,no,no,Inferior à média,2,3,2,1,3,1,3,1,no
1120,OK,Igual ou superior à média,415,no,no,Inferior à média,2,2,3,3,2,3,2,1,no
1121,KY,Igual ou superior à média,415,no,no,Inferior à média,2,1,1,3,1,4,3,2,no
1123,NE,Igual ou superior à média,415,no,no,Inferior à média,2,2,3,4,3,2,2,1,yes
1124,VA,Inferior à média,408,no,yes,Igual ou superior à média,1,2,2,2,3,1,2,0,no
1125,NY,Igual ou superior à média,415,no,no,Inferior à média,2,1,3,3,2,2,2,1,no
1126,MT,Igual ou superior à média,408,no,no,Inferior à média,1,1,1,2,2,2,3,3,no
1127,VT,Inferior à média,408,no,yes,Igual ou superior à média,1,2,2,1,2,3,1,1,no
1128,KS,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,1,2,1,2,2,4,0,no
1129,VA,Igual ou superior à média,415,yes,yes,Igual ou superior à média,2,2,2,2,1,2,3,4,no
1130,AL,Inferior à média,415,no,no,Inferior à média,1,2,1,1,1,2,2,0,no
1131,PA,Igual ou superior à média,415,no,no,Inferior à média,0,0,2,2,3,0,3,0,no
1132,AL,Inferior à média,408,no,yes,Igual ou superior à média,3,2,1,2,2,2,3,1,no
1133,WV,Inferior à média,415,no,yes,Igual ou superior à média,0,2,2,2,2,2,2,1,no
1134,NV,Inferior à média,408,no,no,Inferior à média,2,1,1,2,2,3,3,0,yes
1135,TN,Igual ou superior à média,408,no,no,Inferior à média,2,1,3,4,1,2,2,0,no
1136,ID,Igual ou superior à média,415,no,yes,Igual ou superior à média,3,1,2,3,2,2,3,0,no
1137,WY,Igual ou superior à média,415,yes,yes,Igual ou superior à média,3,2,2,2,3,3,3,2,yes
1138,TX,Inferior à média,510,no,yes,Igual ou superior à média,2,2,2,2,3,4,2,0,no
1139,MA,Inferior à média,408,no,no,Inferior à média,1,1,2,3,2,1,3,2,no
1140,IL,Igual ou superior à média,510,no,no,Inferior à média,3,2,2,3,2,3,2,0,no
1141,LA,Inferior à média,415,no,yes,Igual ou superior à média,3,2,1,3,2,3,2,0,no
1142,CO,Igual ou superior à média,415,no,no,Inferior à média,2,1,2,2,2,1,1,2,no
1144,MI,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,3,3,2,3,2,2,1,no
1146,ID,Inferior à média,415,no,no,Inferior à média,2,3,1,2,1,2,0,0,no
1147,WA,Igual ou superior à média,415,no,no,Inferior à média,2,3,2,1,2,1,0,1,no
1148,MN,Inferior à média,408,no,yes,Igual ou superior à média,3,3,1,1,2,0,2,1,no
1149,NY,Igual ou superior à média,415,no,no,Inferior à média,2,2,0,1,2,2,2,2,no
1150,MD,Inferior à média,415,yes,no,Inferior à média,1,1,1,2,3,3,2,3,no
1151,GA,Igual ou superior à média,415,no,no,Inferior à média,2,2,1,2,1,3,2,1,yes
1152,HI,Igual ou superior à média,408,no,yes,Igual ou superior à média,3,2,1,0,1,1,2,1,no
1153,AL,Inferior à média,408,no,no,Inferior à média,3,1,2,1,0,2,2,1,no
1154,CT,Inferior à média,408,no,no,Inferior à média,1,2,2,2,1,3,1,1,no
1155,CO,Inferior à média,408,no,yes,Igual ou superior à média,3,2,2,1,1,4,1,0,no
1156,KS,Igual ou superior à média,415,no,no,Inferior à média,1,3,2,2,1,2,2,1,yes
1157,NJ,Igual ou superior à média,415,no,no,Inferior à média,2,3,2,3,0,2,2,2,no
1158,FL,Igual ou superior à média,408,no,no,Inferior à média,2,3,2,3,2,2,1,1,no
1159,CA,Inferior à média,415,yes,no,Inferior à média,2,2,2,2,2,3,2,2,no
1160,KS,Igual ou superior à média,415,no,no,Inferior à média,1,3,3,3,1,2,1,2,no
1161,TX,Inferior à média,408,no,yes,Igual ou superior à média,1,1,1,2,1,2,2,0,no
1162,MN,Inferior à média,510,yes,no,Inferior à média,2,0,2,2,3,2,1,3,no
1163,AK,Igual ou superior à média,510,no,no,Inferior à média,2,1,1,2,0,0,2,0,no
1164,OR,Igual ou superior à média,510,no,yes,Igual ou superior à média,2,2,3,2,4,3,1,1,no
1165,MS,Inferior à média,408,no,yes,Igual ou superior à média,2,3,1,2,1,3,3,0,no
1166,VT,Inferior à média,415,yes,yes,Igual ou superior à média,4,2,3,1,2,2,1,0,no
1167,UT,Inferior à média,415,no,no,Inferior à média,1,2,1,4,2,2,3,0,no
1168,KS,Igual ou superior à média,510,no,no,Inferior à média,2,2,2,2,3,1,3,0,no
1169,NV,Igual ou superior à média,408,no,no,Inferior à média,2,2,2,2,3,0,1,4,no
1170,DE,Inferior à média,510,yes,no,Inferior à média,1,2,2,2,2,2,1,1,no
1171,IN,Igual ou superior à média,415,no,no,Inferior à média,2,2,2,2,1,0,4,0,no
1172,TX,Inferior à média,408,no,no,Inferior à média,2,1,2,3,1,2,3,0,no
1173,MA,Igual ou superior à média,415,no,no,Inferior à média,2,1,1,2,1,3,2,1,no
1174,VT,Igual ou superior à média,408,no,no,Inferior à média,3,3,2,3,3,1,2,1,no
1175,CA,Inferior à média,408,no,yes,Igual ou superior à média,1,2,3,3,1,1,1,2,no
1176,IA,Igual ou superior à média,415,no,yes,Igual ou superior à média,3,1,0,2,2,1,2,0,no
1177,NH,Inferior à média,415,no,no,Inferior à média,2,1,2,2,2,2,2,0,no
1178,GA,Inferior à média,415,no,no,Inferior à média,1,2,2,0,3,3,3,1,no
1179,WI,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,0,3,2,0,2,2,0,no
1181,SC,Inferior à média,415,no,no,Inferior à média,2,2,2,2,2,3,3,1,no
1182,MI,Inferior à média,510,no,yes,Igual ou superior à média,3,1,1,2,3,4,1,2,no
1183,MD,Igual ou superior à média,408,no,no,Inferior à média,4,2,2,3,1,2,3,0,yes
1184,IN,Igual ou superior à média,510,no,yes,Igual ou superior à média,2,1,1,3,2,1,2,0,no
1185,ME,Inferior à média,510,no,no,Inferior à média,2,3,3,1,2,1,2,0,no
1186,DC,Igual ou superior à média,415,no,no,Inferior à média,3,2,2,2,2,2,2,2,no
1187,TN,Igual ou superior à média,415,no,yes,Igual ou superior à média,1,2,2,2,2,2,2,1,no
1188,FL,Igual ou superior à média,415,no,yes,Igual ou superior à média,3,2,3,3,3,2,1,3,no
1189,WA,Inferior à média,415,no,no,Inferior à média,2,3,1,1,3,2,2,0,no
1190,HI,Inferior à média,408,no,yes,Igual ou superior à média,1,2,2,4,2,1,2,1,no
1191,NE,Igual ou superior à média,415,no,no,Inferior à média,2,0,0,3,1,2,2,3,no
1192,TN,Igual ou superior à média,408,yes,no,Inferior à média,2,0,2,2,2,2,2,0,no
1193,MD,Inferior à média,415,yes,no,Inferior à média,3,2,3,1,3,1,1,0,yes
1194,NM,Igual ou superior à média,415,yes,yes,Igual ou superior à média,2,2,2,2,0,2,2,1,yes
1195,VT,Inferior à média,510,no,no,Inferior à média,2,0,1,2,2,1,3,0,no
1196,OR,Igual ou superior à média,415,no,no,Inferior à média,2,2,3,3,2,3,2,0,no
1197,IN,Inferior à média,510,no,no,Inferior à média,3,3,1,2,1,3,1,0,no
1198,MO,Inferior à média,415,no,no,Inferior à média,3,1,2,2,3,2,3,0,no
1199,FL,Inferior à média,510,no,yes,Igual ou superior à média,1,1,2,3,1,2,3,0,no
1200,DC,Igual ou superior à média,415,no,yes,Igual ou superior à média,3,1,3,1,2,3,1,1,no
1201,VT,Inferior à média,415,no,yes,Igual ou superior à média,3,2,3,2,2,4,2,1,no
1202,OH,Igual ou superior à média,415,no,yes,Igual ou superior à média,3,2,2,3,3,2,1,1,no
1203,MO,Inferior à média,415,no,no,Inferior à média,1,2,2,0,4,1,3,0,no
1204,LA,Igual ou superior à média,408,no,yes,Igual ou superior à média,2,2,2,2,3,2,0,2,no
1205,IL,Inferior à média,415,yes,no,Inferior à média,3,4,3,2,1,1,2,0,yes
1206,NJ,Igual ou superior à média,415,no,no,Inferior à média,2,2,2,3,2,2,1,0,no
1207,IA,Inferior à média,510,no,yes,Igual ou superior à média,1,2,2,2,2,3,2,1,no
1208,WA,Inferior à média,510,no,yes,Igual ou superior à média,2,0,2,2,0,3,2,1,no
1209,NE,Igual ou superior à média,415,no,no,Inferior à média,2,2,2,3,2,3,2,0,no
1210,CT,Igual ou superior à média,510,yes,yes,Igual ou superior à média,2,3,2,2,3,2,3,0,no
1211,WV,Inferior à média,408,no,no,Inferior à média,4,1,2,2,1,2,1,0,no
1212,ND,Inferior à média,408,no,no,Inferior à média,2,1,3,3,2,2,1,0,no
1213,UT,Igual ou superior à média,415,no,no,Inferior à média,2,3,3,1,1,3,3,3,no
1214,MS,Igual ou superior à média,415,no,no,Inferior à média,3,2,1,2,2,2,2,1,no
1215,MN,Igual ou superior à média,415,no,no,Inferior à média,1,1,3,2,2,3,2,0,no
1216,NH,Igual ou superior à média,510,no,no,Inferior à média,3,4,1,2,2,2,2,2,no
1217,LA,Inferior à média,415,no,no,Inferior à média,1,1,2,2,0,3,1,2,no
1218,ME,Inferior à média,408,no,yes,Igual ou superior à média,2,2,3,1,1,1,2,1,no
1219,KS,Igual ou superior à média,415,no,yes,Igual ou superior à média,3,1,2,4,3,2,1,0,no
1220,KS,Inferior à média,510,no,no,Inferior à média,2,1,2,2,2,3,2,1,no
1221,NV,Igual ou superior à média,510,no,no,Inferior à média,1,2,2,0,1,3,4,1,no
1222,MT,Inferior à média,415,no,no,Inferior à média,1,2,2,2,2,2,3,1,no
1223,MT,Igual ou superior à média,415,no,no,Inferior à média,3,2,3,1,1,3,0,1,no
1224,ID,Inferior à média,415,no,yes,Igual ou superior à média,2,2,2,3,2,2,2,1,no
1225,AK,Igual ou superior à média,415,no,no,Inferior à média,2,2,1,3,1,2,2,3,no
1226,UT,Inferior à média,415,no,no,Inferior à média,1,1,1,2,0,1,2,0,no
1227,AR,Igual ou superior à média,510,no,no,Inferior à média,2,2,3,1,1,3,2,1,no
1228,LA,Igual ou superior à média,510,no,yes,Igual ou superior à média,2,4,2,1,1,2,3,2,no
1229,KS,Igual ou superior à média,510,no,yes,Igual ou superior à média,2,2,2,1,2,1,2,1,no
1230,OR,Igual ou superior à média,408,no,no,Inferior à média,1,1,3,2,2,1,1,1,no
1231,WI,Inferior à média,510,no,no,Inferior à média,3,1,2,3,3,2,2,0,no
1232,CO,Igual ou superior à média,408,no,no,Inferior à média,3,2,2,2,2,0,2,1,yes
1233,KS,Inferior à média,510,no,no,Inferior à média,3,2,2,1,2,2,4,2,yes
1235,IA,Inferior à média,408,no,no,Inferior à média,1,3,1,2,1,2,2,2,no
1236,AZ,Igual ou superior à média,510,no,no,Inferior à média,2,0,2,1,1,1,2,0,no
1237,NE,Inferior à média,510,no,no,Inferior à média,2,2,3,4,0,1,2,1,no
1238,ID,Inferior à média,510,no,no,Inferior à média,2,1,1,1,1,3,2,1,no
1239,OH,Igual ou superior à média,415,yes,yes,Igual ou superior à média,3,3,2,3,4,2,1,1,no
1240,TX,Inferior à média,415,no,no,Inferior à média,2,3,2,2,1,2,2,0,no
1241,TN,Igual ou superior à média,510,no,yes,Igual ou superior à média,2,1,2,3,3,1,2,0,yes
1242,OK,Igual ou superior à média,510,no,no,Inferior à média,2,2,2,2,2,3,4,2,no
1243,ND,Igual ou superior à média,510,yes,no,Inferior à média,3,2,2,2,1,1,2,4,no
1244,MT,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,3,2,3,2,2,2,0,no
1245,NC,Inferior à média,408,no,yes,Igual ou superior à média,2,2,3,2,3,1,1,0,no
1246,MN,Igual ou superior à média,415,no,no,Inferior à média,1,3,3,3,2,3,2,1,no
1247,MN,Igual ou superior à média,415,no,no,Inferior à média,2,1,2,2,3,2,2,0,no
1248,MA,Igual ou superior à média,415,no,no,Inferior à média,1,1,2,2,3,2,2,1,no
1249,PA,Igual ou superior à média,415,yes,no,Inferior à média,2,2,2,2,2,2,2,3,no
1250,GA,Inferior à média,510,no,no,Inferior à média,3,2,3,2,2,3,1,1,no
1251,NV,Inferior à média,415,no,no,Inferior à média,1,3,1,2,2,2,0,1,no
1252,TX,Inferior à média,415,no,no,Inferior à média,2,2,1,2,3,2,2,4,no
1253,ME,Igual ou superior à média,510,no,no,Inferior à média,3,2,2,2,1,2,2,0,no
1254,RI,Inferior à média,415,yes,no,Inferior à média,2,2,2,3,2,3,1,1,no
1255,MN,Inferior à média,510,no,yes,Igual ou superior à média,2,1,2,4,3,2,2,0,yes
1256,NH,Inferior à média,415,no,no,Inferior à média,0,3,3,1,3,2,2,0,no
1257,TN,Inferior à média,415,no,no,Inferior à média,2,0,2,2,2,2,1,0,no
1258,UT,Inferior à média,415,no,no,Inferior à média,2,3,2,2,1,3,4,1,no
1259,RI,Igual ou superior à média,510,yes,no,Inferior à média,2,1,3,1,3,2,2,2,no
1260,NH,Inferior à média,408,no,yes,Igual ou superior à média,2,2,1,3,3,2,3,1,no
1262,NC,Inferior à média,510,no,no,Inferior à média,1,1,3,2,2,3,1,1,no
1263,AZ,Igual ou superior à média,415,no,no,Inferior à média,3,2,1,3,1,3,2,2,no
1264,MA,Inferior à média,408,no,yes,Igual ou superior à média,3,1,1,1,1,2,1,1,yes
1265,TN,Inferior à média,408,no,no,Inferior à média,2,1,1,2,1,1,2,1,no
1266,WY,Inferior à média,415,no,yes,Igual ou superior à média,3,3,2,2,2,2,2,1,no
1267,IA,Inferior à média,415,no,no,Inferior à média,2,3,1,0,1,3,2,0,no
1268,IN,Inferior à média,415,no,no,Inferior à média,2,2,3,1,2,2,1,2,no
1269,NJ,Igual ou superior à média,415,no,no,Inferior à média,3,3,3,2,1,2,2,2,no
1270,FL,Inferior à média,510,no,yes,Igual ou superior à média,1,3,2,2,1,3,2,1,yes
1271,MT,Inferior à média,415,no,no,Inferior à média,2,2,4,2,2,1,2,2,no
1272,ND,Inferior à média,408,yes,yes,Igual ou superior à média,3,1,3,3,3,3,1,0,no
1273,MI,Inferior à média,408,no,no,Inferior à média,2,2,2,2,2,1,3,0,no
1275,AL,Igual ou superior à média,510,no,no,Inferior à média,2,0,2,3,1,4,2,0,no
1276,NV,Inferior à média,510,no,yes,Igual ou superior à média,0,3,3,1,3,2,2,0,no
1277,MI,Inferior à média,415,no,no,Inferior à média,3,3,4,2,2,3,2,0,yes
1278,FL,Inferior à média,415,no,yes,Igual ou superior à média,2,3,3,3,2,1,3,2,no
1279,NY,Igual ou superior à média,408,no,no,Inferior à média,3,1,3,2,1,1,2,2,yes
1280,KS,Inferior à média,510,no,no,Inferior à média,1,2,3,1,3,1,3,1,no
1281,NC,Inferior à média,510,no,no,Inferior à média,1,2,2,2,3,1,3,0,yes
1282,MN,Igual ou superior à média,408,no,no,Inferior à média,2,4,1,2,2,3,2,1,no
1283,RI,Igual ou superior à média,415,no,no,Inferior à média,3,2,2,2,3,2,2,2,no
1284,UT,Igual ou superior à média,415,no,no,Inferior à média,1,2,1,2,0,1,3,1,no
1285,OR,Igual ou superior à média,415,no,no,Inferior à média,3,1,3,3,2,3,1,0,yes
1286,SC,Igual ou superior à média,415,no,yes,Igual ou superior à média,3,3,3,1,1,2,2,0,no
1287,IL,Igual ou superior à média,415,no,yes,Igual ou superior à média,1,3,2,2,2,1,1,3,no
1288,OH,Igual ou superior à média,408,no,no,Inferior à média,2,2,1,2,1,1,1,0,no
1289,MA,Inferior à média,510,no,no,Inferior à média,3,2,2,3,1,3,0,1,no
1290,OR,Igual ou superior à média,408,no,no,Inferior à média,1,2,3,0,3,3,2,1,no
1291,CA,Inferior à média,408,no,no,Inferior à média,3,3,2,2,1,3,2,0,no
1292,WV,Inferior à média,415,no,yes,Igual ou superior à média,1,2,3,2,4,2,3,1,no
1293,VT,Igual ou superior à média,415,no,no,Inferior à média,3,2,3,2,1,1,2,2,no
1294,ID,Igual ou superior à média,415,no,no,Inferior à média,3,2,2,3,2,2,3,3,no
1295,OR,Inferior à média,408,no,no,Inferior à média,1,1,3,2,2,3,2,1,no
1296,GA,Inferior à média,408,no,no,Inferior à média,2,0,1,3,2,2,1,0,no
1297,ME,Inferior à média,415,no,no,Inferior à média,3,2,3,3,2,4,2,0,no
1298,HI,Inferior à média,415,no,yes,Igual ou superior à média,2,2,2,2,3,3,3,1,no
1299,AZ,Igual ou superior à média,510,no,yes,Igual ou superior à média,3,3,4,2,1,2,1,2,no
1300,UT,Inferior à média,415,no,no,Inferior à média,3,2,2,3,2,2,3,0,yes
1301,IA,Inferior à média,510,no,no,Inferior à média,2,2,2,1,2,1,2,0,no
1302,CT,Igual ou superior à média,415,no,no,Inferior à média,1,3,1,1,2,0,1,1,no
1303,WA,Igual ou superior à média,408,no,no,Inferior à média,3,1,2,2,1,2,2,1,yes
1304,VA,Inferior à média,415,no,no,Inferior à média,3,3,1,3,2,1,3,1,no
1305,CO,Inferior à média,510,no,no,Inferior à média,0,1,3,3,2,2,2,0,no
1306,LA,Inferior à média,415,no,no,Inferior à média,1,2,3,3,1,1,2,0,no
1307,TX,Inferior à média,415,no,no,Inferior à média,2,1,2,3,3,1,2,1,yes
1308,SD,Igual ou superior à média,510,no,no,Inferior à média,2,3,2,4,1,2,2,0,no
1309,VA,Inferior à média,415,no,no,Inferior à média,2,3,2,2,1,3,3,1,no
1310,NY,Igual ou superior à média,415,yes,no,Inferior à média,2,3,1,3,3,2,2,0,no
1311,WA,Inferior à média,510,no,no,Inferior à média,0,2,2,2,2,2,1,1,yes
1312,WI,Inferior à média,415,no,no,Inferior à média,2,2,1,2,3,2,2,2,no
1313,TN,Igual ou superior à média,415,no,no,Inferior à média,1,3,3,1,2,2,1,0,no
1314,CT,Inferior à média,415,no,no,Inferior à média,3,3,2,1,0,3,1,0,no
1315,WA,Igual ou superior à média,510,no,no,Inferior à média,2,2,1,1,1,2,1,1,no
1316,NH,Igual ou superior à média,415,no,no,Inferior à média,3,3,0,2,1,1,2,0,no
1317,MT,Inferior à média,510,no,no,Inferior à média,2,2,2,1,2,1,2,2,no
1319,WA,Igual ou superior à média,408,no,no,Inferior à média,2,2,2,2,0,3,1,0,no
1320,WI,Igual ou superior à média,415,no,no,Inferior à média,3,2,2,2,2,1,1,0,no
1321,AR,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,2,2,3,1,2,3,1,no
1322,WI,Inferior à média,408,no,no,Inferior à média,2,0,2,0,1,3,2,1,no
1323,DE,Inferior à média,415,yes,no,Inferior à média,1,0,1,1,2,3,2,0,yes
1324,NH,Igual ou superior à média,510,no,no,Inferior à média,2,3,2,3,2,2,2,4,no
1325,VA,Igual ou superior à média,415,no,no,Inferior à média,2,2,2,2,2,2,3,1,no
1327,VA,Igual ou superior à média,408,no,no,Inferior à média,3,3,3,3,2,1,1,3,no
1328,ID,Igual ou superior à média,415,no,no,Inferior à média,1,2,1,2,2,3,2,1,yes
1329,TN,Igual ou superior à média,510,no,no,Inferior à média,2,4,3,2,2,2,2,3,no
1330,AZ,Igual ou superior à média,415,no,no,Inferior à média,1,2,1,2,3,1,1,2,no
1331,MT,Igual ou superior à média,408,no,yes,Igual ou superior à média,2,3,3,1,1,2,3,0,no
